Run_Date,Ticker,Company_Name,Sector,Total_Score,Score_Size,Score_FCFP,Market_Cap_Billion,Enterprise_Value,BM_Ratio,FCF_Yield_Pct,ROA,EBITDA_Margin,Asset_Growth,EBITDA_Growth,Inv_Dummy,Price_Range_Pct,Momentum_6M_Pct,Score_Momentum,Data_Quality_Flag
2026-07-17,GTM,ZoomInfo,Communication Services,83.83,74.6,98.4,0.9B,2315967488.0,1.6674690972562143,39.22%,0.01928721174004193,0.26066426570628254,-0.004344733749768075,1.0838131797824697,0.0,5.32%,-69.81%,99.7,要確認: FCF異常値(>30%)
2026-07-17,INVA,"Innoviva, Inc.",Health Care,77.2,91.3,62.7,1.6B,1358779264.0,0.7319332292939433,6.56%,0.16583341742270657,0.8991291621285203,0.2567944599019261,3.325629539526778,0.0,60.14%,8.17%,59.5,
2026-07-17,EFOR,Everforth Inc.,Information Technology,76.99,79.4,97.2,0.77B,2154180096.0,2.3491724995595433,35.17%,0.030865036847687162,0.086373228821224,0.07241178186060075,-0.14200149737958573,1.0,4.17%,-61.81%,99.1,要確認: FCF異常値(>30%)
2026-07-17,AMPH,"Amphstar Pharmaceuticals, Inc.",Health Care,76.6,92.5,83.5,0.87B,1270112384.0,0.9060322343274876,11.84%,0.060206260483803155,0.2949157298298205,0.0328557753871706,-0.23441466651280868,1.0,21.18%,-25.49%,92.5,
2026-07-17,CERT,"Certara, Inc.",Health Care,76.21,92.2,82.0,1.08B,1287656320.0,0.9858378184156112,10.81%,-0.0010246809997802879,0.24476289161919407,-0.011759223517939133,0.4165733946855698,0.0,26.3%,-21.96%,89.8,
2026-07-17,CALM,"Cal-Maine Foods, Inc.",Consumer Staples,74.84,64.5,70.5,4.2B,3037442304.0,0.6103703935587932,7.86%,0.3955263194579298,0.39836246168068823,0.41187937719503415,2.8519174790873056,0.0,30.52%,4.25%,66.1,
2026-07-17,GPOR,Gulfport Energy Corporation,Energy,73.67,55.8,52.8,2.75B,3577337600.0,0.6677195085877196,5.34%,0.14121285739749267,0.6773462120530975,0.05717387427910208,13.000156167036263,0.0,4.35%,-23.28%,90.7,
2026-07-17,INSP,"Inspire Medical Systems, Inc.",Health Care,72.93,93.4,58.1,1.46B,1230747904.0,0.535795072588284,5.87%,0.16027694840943132,0.08749195432799586,0.12238505757790552,0.22708189158016148,0.0,10.81%,-46.89%,97.0,
2026-07-17,KMPR,Kemper Corporation,Financials,72.92,70.4,96.0,1.65B,2666353408.0,1.6254297235135675,27.86%,0.011489092177315257,,-0.012485748669875856,,,13.4%,-29.3%,94.6,金融・不動産セクター特化評価
2026-07-17,AGO,Assured Guaranty Ltd.,Financials,71.7,46.9,49.1,3.76B,4241292800.0,1.5052210112475686,4.91%,0.0413107752956636,,0.02310730190740274,,,62.12%,-6.96%,77.2,金融・不動産セクター特化評価
2026-07-17,CRGY,Crescent Energy Company,Energy,71.09,12.5,92.5,3.55B,8670337024.0,1.4528476819240108,17.71%,0.010681008521356271,0.4656719319779808,0.3583324718587078,0.6720401850373324,0.0,46.44%,35.99%,26.1,
2026-07-17,CXM,"Sprinklr, Inc.",Information Technology,70.89,95.8,77.6,1.37B,966571712.0,0.43399466137714526,9.53%,0.019007336558066357,0.08876341577228185,0.01761697147185566,0.6733670552012316,0.0,23.8%,-25.92%,92.8,
