Ticker,Company_Name,Total_Score,Score_Size,Score_FCFP,Market_Cap,Enterprise_Value,BM_Ratio,FCF_Yield,ROA,EBITDA_Margin,Asset_Growth,EBITDA_Growth,Inv_Dummy,Price_Range,Data_Quality_Flag
7985.T,ネポン,48.63,86.5,41.7,1554016000.0,3069248768.0,1.5012496653831107,0.02432214340135494,-0.04650985981472084,0.031973048886612156,-0.1274519190310704,-0.1733762958015674,1.0,0.32112332112332115,
8158.T,ソーダニッカ,48.51,55.0,37.5,25197320192.0,19879497728.0,1.1721087708913136,0.01599376429434548,0.02998633879781421,0.05783931476990145,-0.07921053624665082,0.2623115577889447,0.0,0.6893203883495146,
7707.T,プレシジョン・システム・サイエンス,48.43,79.5,28.6,5849144320.0,5717553152.0,0.7082830878072778,-0.003825345858451993,,,-0.3447210456951231,,,0.4117647058823529,
7630.T,壱番屋,48.34,20.1,37.0,144762011648.0,132294606848.0,0.22141320526781189,0.015187216417977807,0.06808230430908671,0.1106350118687871,0.05235494278564573,0.09837346642864,0.0,0.2896551724137931,
7510.T,たけびし,48.33,46.8,52.3,39538585600.0,30902153216.0,1.0323839201774583,0.03907575287670381,0.04174778622118947,0.05156242262170059,-0.022108947982558497,0.08368026644462948,0.0,0.7877280265339967,
7965.T,象印マホービン,48.24,30.8,64.4,97973256192.0,66850279424.0,0.9054511756366797,0.05821103853916502,0.05053578068485279,0.119153931388575,0.031044968589078934,-0.0723436966176973,1.0,0.46461949265687585,
7744.T,ノーリツ鋼機,48.24,17.6,70.9,227682533376.0,161563017216.0,0.9761223081305846,0.07189945352973479,,,0.07119522240232438,,,0.7927745784523365,
8104.T,クワザワホールディングス,48.15,84.7,50.0,9092176896.0,3667441920.0,1.7571149552785823,,0.018112164488519263,0.02265847169984405,-0.012096387850915014,-0.130791788856305,1.0,0.7649572649572649,
7480.T,スズデン,47.96,58.0,60.0,24831444992.0,17738985472.0,0.7528493813397809,0.05007763472486684,0.061499378926035436,0.06276659494706636,0.028403981191194878,-0.12270921517296696,1.0,0.3864864864864865,
7463.T,アドヴァングループ,47.89,39.7,21.5,31074512896.0,43165814784.0,1.7333509677293575,-0.03518961135962837,0.07487695525789874,0.518928309802859,0.020256592321214236,-0.4352922310130831,1.0,0.6,
7989.T,立川ブラインド工業,47.84,44.5,74.1,50836656128.0,33620563968.0,1.0423328172211288,0.08128871524505948,0.04389513831363664,0.13296833693914287,0.011094379751266668,-0.007504578149585754,1.0,0.8943148688046647,
8198.T,マックスバリュ東海,47.84,30.1,27.7,113824653312.0,67885723648.0,0.7770372887283422,-0.006132239191511011,0.06931767833407178,0.049242484460200624,0.01632331419565462,0.06675467799334175,0.0,0.6704249783174328,
7795.T,ＫＹＯＲＩＴＳＵ,47.66,60.3,52.8,10029434880.0,15152565248.0,1.7591560452905597,0.03944000880735565,0.016930580710889074,0.07235809444962703,-0.012543067943144253,-0.062195802695468344,1.0,0.7727272727272727,
7699.T,オムニ・プラス・システム・リミテッド　ＪＤＲ,47.62,59.4,29.9,16319828992.0,16401765376.0,0.005327450614992326,-0.0008057371193316975,0.06943355620025826,0.07892561919083244,0.1608678654319765,0.4050141113865099,0.0,0.6089743589743589,
7717.T,ブイ・テクノロジー,47.6,40.9,82.0,41972715520.0,40619380736.0,0.7980898920880686,0.10256663040895382,0.010928812447917378,0.057966307219262915,-0.03180964473719017,0.0323949093713845,0.0,0.8583877995642701,
8138.T,三京化成,47.6,90.2,8.1,4255202304.0,2192359936.0,2.0473987786222065,-0.15906294263935425,0.03890102445615558,0.0387306876659344,-0.09442540938074509,0.9009442414304253,0.0,0.8802395209580839,
8016.T,オンワードホールディングス,47.59,19.9,32.6,101187936256.0,133494964224.0,0.8329649078597767,0.005613317367823283,0.0475175484605341,0.07927329612798895,0.04584446960236225,0.3939751919669226,0.0,0.72,
7949.T,小松ウオール工業,47.57,43.2,51.4,47944753152.0,35349348352.0,0.7881154352845754,0.03781435675040849,0.05667721789716828,0.10749506903353057,-0.014729743967969656,0.00587248322147651,0.0,0.810917276308385,
8217.T,オークワ,47.56,38.8,50.0,33400395776.0,46093377536.0,2.222219176616262,,-0.01851060025344207,0.017673395962422546,-0.029185786740731797,-0.4925390266299357,1.0,0.07692307692307693,
7596.T,魚力,47.5,54.8,66.2,31962585088.0,19938514944.0,0.5479516112911474,0.06059416016156747,0.0621973020158019,0.04670010420565506,0.07313904200001888,-0.056882531606766665,1.0,0.12037037037037036,
7874.T,レック,47.45,37.0,70.1,37834203136.0,51487891456.0,0.9155208020501759,0.0713904291915678,0.019335502846087607,0.09163851351351351,0.001983326610192282,-0.044954416850047155,1.0,0.3805104408352668,
7988.T,ニフコ,47.4,10.7,50.0,426962321408.0,327759495168.0,0.6440076470758291,,0.11786496619415716,0.1914609758722857,-0.001548349785097462,0.45973436993845157,0.0,0.6086607858861267,
8306.T,三菱ＵＦＪフィナンシャル・グループ,47.33,99.3,50.0,29675092967424.0,-2614828466176.0,0.6915019616796607,,0.004509525821573186,,0.023310083337051618,,,0.7422622397298818,
7879.T,ノダ,47.18,69.4,2.2,10614506496.0,9369161728.0,3.2085958035669755,-0.36744526120642357,-0.011389458784863525,0.024123050668252318,-0.018537878225178422,1.4761044112980006,0.0,0.43636363636363634,
8075.T,神鋼商事,47.15,23.5,80.5,63651495936.0,109378625536.0,1.4365098361857298,0.09831662096822145,0.022134050197740843,0.02659528789958148,-0.024061068394179735,-0.04614132961413296,1.0,0.6627218934911243,
8137.T,サンワテクノス,47.1,45.4,94.3,48720756736.0,32371662848.0,1.008030319933658,0.1855677252508593,0.0262468037559896,0.031830979861155885,-0.05702736381411653,-0.4408507425119557,1.0,0.8318840579710145,
8244.T,近鉄百貨店,46.92,30.6,49.4,69878030336.0,67009024000.0,0.5520333045238512,0.034374180102820236,0.030457740322411442,0.08832651359170163,-0.008460178218508373,0.055763239875389406,0.0,0.10256410256410256,
7897.T,ホクシン,46.84,75.8,24.4,3062027776.0,7224061440.0,1.9018279473634663,-0.01971667287710456,0.001481617650004228,0.03706226304096833,-0.04259672638503372,-0.3099100936577513,1.0,0.17647058823529413,
7792.T,コラントッテ,46.83,65.3,62.0,13028919296.0,11407483904.0,0.3966424138943412,0.054555714395914855,0.1977390237620608,0.27199804565251645,0.23651629494836812,0.18750082830930867,1.0,0.7526555386949925,
7840.T,フランスベッドホールディングス,46.68,40.0,63.7,43451195392.0,42403659776.0,0.9345197441328889,0.0574897877368851,0.04155851484031148,0.16517230560922044,0.03372949325555961,-0.0373400057742277,1.0,0.7218045112781954,
