Ticker,Company_Name,Sector,Total_Score,Score_Size,Score_FCFP,Market_Cap_Billion,Enterprise_Value,BM_Ratio,FCF_Yield_Pct,ROA,EBITDA_Margin,Asset_Growth,EBITDA_Growth,Inv_Dummy,Price_Range_Pct,Momentum_6M_Pct,Score_Momentum,Data_Quality_Flag
CBRL,Cracker Barrel,Consumer Discretionary,40.82,76.5,12.3,1.11B,2228044288.0,0.41745911946155173,-0.32%,0.021453047434552456,0.055455087200790884,0.00018043075761487194,0.1390801886792453,0.0,69.56%,62.02%,6.8,
ADIG,ADI Global Distribution,Information Technology,40.73,66.7,0.7,1.56B,2675703296.0,1.0803851734816303,-36.95%,-0.06286127167630058,-0.009615384615384616,0.01391941391941392,-1.3194444444444444,1.0,5.68%,-2.24%,57.9,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financials,40.68,5.7,50.0,4.8B,10537122816.0,0.5362220312662103,,0.022538811536199774,-0.0659272612870847,0.1564522131649399,-1.979703907090646,1.0,59.88%,6.66%,45.7,金融・不動産セクター特化評価
HTLD,"Heartland Express, Inc.",Industrials,40.68,94.6,4.0,0.95B,1038302400.0,0.7915030229310588,-8.43%,-0.04401833810695886,0.12729161521095086,-0.10686243059469701,-0.36858954626608387,1.0,55.39%,11.15%,39.2,
LEU,Centrus Energy Corp.,Energy,40.67,74.3,6.7,3.12B,2348019712.0,0.24560119937873906,-4.09%,0.03180833231121469,0.24470693113438824,1.2369672580940188,0.26936416184971096,1.0,3.16%,-17.76%,81.4,
CC,Chemours,Materials,40.62,23.8,84.7,2.26B,5712999936.0,0.1105216684998999,13.4%,-0.05228935247900298,0.05716253443526171,-0.016913037688107604,-0.4977307110438729,1.0,25.18%,-25.33%,89.7,
FELE,Franklin Electric,Industrials,40.46,39.0,35.3,4.33B,4540124672.0,0.30578393848138735,3.45%,0.07564859840000823,0.1258256891495601,0.06798780186377502,-0.08861163883781552,1.0,31.54%,-10.47%,72.3,
KWR,Quaker Chemical Corporation,Materials,40.18,53.3,46.3,2.69B,3460226304.0,0.5107951680935355,4.83%,-0.0008892269158408198,0.07652620888959957,0.07173963255880052,-0.48415120333786615,1.0,62.18%,-11.38%,74.0,
AWR,American States Water Company,Utilities,40.05,41.9,11.7,3.43B,4323526144.0,0.30503963813566093,-0.75%,0.04804330755642903,0.40337014282609984,0.08594601491315326,0.08767911362062536,0.0,76.47%,21.01%,27.3,
ATMU,Atmus Filtration Technologies Inc.,Industrials,40.04,39.4,30.3,3.71B,4502652928.0,0.1021522724339496,2.8%,0.15355001110535277,0.18681630108258232,0.1347559438796942,0.09793471019320453,1.0,11.76%,-26.67%,90.7,
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,39.9,27.0,26.3,5.67B,5444777472.0,0.1793682247996697,2.46%,0.07974500156026033,0.7365146389045347,0.6571247454272469,3.8401725743981956,0.0,74.42%,56.6%,8.4,
EXTR,"Extreme Networks, Inc.",Information Technology,39.75,62.5,30.7,2.9B,2879700480.0,0.030581043217882804,2.81%,0.035760102766040004,0.06579421981889898,0.02133421434629012,1.1424439990867348,0.0,43.06%,57.0%,7.7,
CZR,Caesars Entertainment,Consumer Discretionary,39.67,0.3,83.3,6.05B,31181383680.0,0.5795496030524513,12.61%,-0.015866493884130344,0.28669684833710607,-0.02918073028536361,-0.07939614201845122,1.0,90.71%,56.16%,8.7,
JXN,"Jackson Financial, Inc.",Financials,39.32,7.0,84.3,9.35B,10133694464.0,1.0639578794919962,13.12%,7.657706205010976e-05,,0.04176687841630965,,,94.57%,25.33%,23.5,金融・不動産セクター特化評価
CWST,"Casella Waste Systems, Inc.",Industrials,39.26,14.3,25.0,5.72B,7141765632.0,0.27415986086266425,2.13%,0.0023827499919777824,0.2065546228552172,0.022680017881976478,0.2029194118057361,0.0,46.77%,-12.3%,74.9,
IOSP,"Innospec, Inc.",Materials,39.24,79.0,21.3,2.3B,2101652480.0,0.5774809595805099,1.42%,0.06363239467365205,0.11242969628796401,0.056320977690666976,-0.10997328584149599,1.0,88.93%,8.57%,43.1,
CWEN,"Clearway Energy, Inc. (Class C)",Utilities,39.18,1.9,51.3,7.68B,17136388096.0,0.25051285032383636,5.49%,0.010147102972080456,0.7564730580825753,0.16232814571847304,-0.0018467220683287165,1.0,24.66%,-19.21%,83.0,
JBLU,JetBlue,Industrials,39.12,9.2,0.3,1.66B,9026173952.0,1.2769748160134684,-55.49%,-0.036330718165359085,0.05440300154491282,-0.016091681016566713,3.564814814814815,0.0,19.27%,-21.85%,86.2,要確認: 大幅なFCF赤字
FBP,First BanCorp (Puerto Rico),Financials,38.8,46.7,77.3,4.23B,3837955072.0,0.46526758203320845,10.35%,0.018024771163711165,,-0.008294700424057094,,,79.57%,26.56%,22.5,金融・不動産セクター特化評価
FA,First Advantage Corporation,Industrials,38.75,26.7,54.7,3.64B,5445723136.0,0.3604091475517868,5.9%,-0.009083411193379314,0.2413628398064265,-0.022710535311567255,3.569932172407158,0.0,75.93%,102.1%,2.6,
ARCB,ArcBest Corp.,Industrials,38.69,55.2,47.7,3.01B,3305631488.0,0.4298575127415969,4.92%,0.024503172471380077,0.06627993211240056,0.009437670260617327,-0.2945689936594467,1.0,64.33%,33.0%,17.7,
ECG,"Everus Construction Group, Inc.",Industrials,38.3,19.0,31.0,6.1B,6304534528.0,0.1032819807130687,3.02%,0.11671567178467905,0.08222909165550703,0.341700149713263,0.39993819698801203,0.0,44.35%,17.92%,30.5,
ACLS,"Axcelis Technologies, Inc.",Information Technology,38.22,57.5,19.0,3.5B,3170480384.0,0.2953783408875133,1.2%,0.08832255604910122,0.19215348823905187,0.009319526298190736,-0.35905702756961977,1.0,33.14%,25.28%,23.8,
INDV,Indivior,Health Care,37.54,41.3,24.7,4.07B,4357291008.0,-0.024318816871145697,2.12%,0.17485428809325562,0.2453591606133979,-0.08738601823708207,2.4157303370786516,0.0,59.59%,2.16%,51.8,
AAMI,Acadian Asset Management Inc.,Financials,37.44,53.0,61.3,3.23B,3464411392.0,0.018759801160273516,7.15%,0.11816838995568685,0.3219797764768494,-0.03725824800910125,0.10941320293398533,0.0,86.85%,74.76%,5.1,金融・不動産セクター特化評価
BHE,"Benchmark Electronics, Inc.",Information Technology,37.19,64.8,46.7,2.79B,2771553792.0,0.39354988568920657,4.88%,0.011995858503703454,0.048633601944712286,-0.029388918144491023,-0.17608832767375335,1.0,64.95%,33.88%,17.0,
LBRT,"Liberty Energy, Inc.",Energy,37.02,40.3,3.3,3.42B,4478234112.0,0.6077748407396377,-8.83%,0.04155686485559838,0.18367640877098915,0.07945379102134029,-0.21804587184236562,1.0,43.21%,-14.48%,78.1,
AIR,AAR Corp.,Industrials,36.91,22.5,11.3,5.05B,5870214656.0,0.3372739878666944,-1.0%,0.05593134479573289,0.11792623941958888,0.17974407649581664,1.3014749262536873,0.0,64.68%,10.83%,39.9,
EAT,"Brinker International, Inc.",Consumer Discretionary,36.46,6.0,41.0,8.87B,10520646656.0,0.049996357443657276,4.14%,0.17300177619893428,0.14466026104625135,0.05092212349734936,0.16729192719188551,0.0,72.53%,30.73%,19.9,
CXW,CoreCivic,Industrials,36.17,36.5,17.7,3.45B,4718980608.0,0.4068056727720268,0.71%,0.03577285650111169,0.1575220854728376,0.11079948060824908,0.21198097352369089,0.0,98.11%,95.58%,2.9,
GEO,"GEO Group, Inc.",Industrials,35.89,24.4,13.0,4.14B,5617738752.0,0.3633087451097844,-0.09%,0.06618028515811389,0.23866323598762554,0.0582426598533072,0.7669860847742785,0.0,91.96%,133.78%,0.6,
KN,Knowles Corporation,Information Technology,35.69,56.2,19.3,3.15B,3253949184.0,0.24602413829776007,1.25%,0.04205118447340881,0.19099797707349966,-0.060007154355213733,0.0780209324452902,0.0,73.12%,38.54%,15.1,
AMR,"Alpha Metallurgical Resources, Inc.",Materials,35.67,74.9,23.7,2.66B,2328037888.0,0.5820812884380534,1.98%,-0.02704827534194559,0.04485177374205264,-0.06482202871356472,-0.7542126446246964,1.0,63.05%,11.51%,38.9,
GO,Grocery Outlet,Consumer Staples,35.39,61.6,7.0,1.11B,2891373568.0,0.8824459674794956,-4.0%,-0.07276117652653635,-0.01862411781027773,-0.02606385174211148,-1.453994364322627,1.0,46.14%,11.61%,38.6,
ESE,ESCO Technologies Inc.,Industrials,35.35,14.6,34.0,7.0B,7080235520.0,0.22003592735528033,3.34%,0.1241389353083404,0.2240082966035779,0.31097671079396505,0.23705477552872375,1.0,45.48%,-0.85%,57.2,
ACA,"Arcosa, Inc.",Industrials,35.19,11.7,18.0,7.12B,8197287424.0,0.37095777755710874,0.85%,0.04180373906764021,0.19875841021016855,0.014179635845793917,0.4475877746905784,0.0,96.68%,14.52%,35.0,
GFF,Griffon Corporation,Industrials,34.84,24.8,76.3,4.35B,5576293376.0,0.017006420111653195,10.23%,0.024766952715036608,0.11365294060222403,-0.12961744512968199,-0.37934075936199724,1.0,71.21%,4.93%,47.6,
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,34.34,61.3,1.0,0.48B,2899309824.0,-0.13361715999932497,-27.64%,-0.058769901386677266,0.19121182742583775,-0.023106096179700494,0.15395272317949607,0.0,1.97%,-64.38%,99.7,
IRDM,Iridium Communications,Communication Services,34.32,17.1,46.0,5.01B,6616908288.0,0.09228140664459578,4.77%,0.0451883023726901,0.5085383160157814,-0.05257852321810718,0.09708572064992761,0.0,76.21%,113.21%,1.3,
CACC,Credit Acceptance,Financials,34.32,3.8,88.7,6.32B,12557161472.0,0.24106095110396372,16.66%,0.04910967712038185,0.2825735390532803,-0.025173356221624917,0.8319637291017286,0.0,75.79%,24.55%,25.1,金融・不動産セクター特化評価
CWT,California Water Service Group,Utilities,33.98,38.4,3.7,2.98B,4618593280.0,0.5665563649475552,-8.68%,0.022607524203580746,0.3601235826984222,0.09475968783944816,-0.1510596021807228,1.0,55.31%,7.63%,44.1,
CRVL,CorVel Corporation,Health Care,33.96,55.6,28.7,3.5B,3271793920.0,0.11266051792612418,2.62%,0.17161182358558352,0.18246225719254647,0.1776818028631295,0.1631750465549348,1.0,59.8%,46.54%,13.2,
FSS,Federal Signal Corporation,Industrials,33.8,14.0,30.0,6.96B,7380523008.0,0.1986339119717605,2.8%,0.10306779235977598,0.19220362302224261,0.35542714706548834,0.22651448639157157,1.0,38.39%,-4.13%,62.7,
AIN,Albany International Corp.,Industrials,33.21,79.7,15.0,1.71B,2091672064.0,0.424873142011003,0.29%,-0.03336341405089518,0.043870840107438795,0.04246568196926541,-0.7673007587580046,1.0,53.36%,6.79%,45.0,
LFST,Lifestance Health,Health Care,32.9,30.8,36.0,4.96B,5203468288.0,0.3068703544361945,3.48%,0.0043844345540449735,0.0553105593332795,0.04042632339736902,0.9757724719101124,0.0,96.41%,87.43%,3.5,
HNI,HNI Corporation,Industrials,32.86,34.0,31.7,3.38B,4919060992.0,0.5425695351630271,3.08%,0.011095189355168884,0.08224727016555125,1.605194389632553,-0.2570792236716513,1.0,75.19%,-3.22%,59.8,
AESI,"Atlas Energy Solutions, Inc.",Energy,32.86,67.6,6.0,1.77B,2651094784.0,,-6.69%,-0.022573760516381953,0.16326245537792955,0.12966098429930875,-0.2189430006551649,1.0,52.19%,26.32%,23.2,
ENVA,"Enova International, Inc.",Financials,31.93,6.3,96.0,5.56B,10474476544.0,0.24023271261300638,31.85%,0.04767600556054388,0.14232467850997557,0.22830822096905679,0.34088836940957723,0.0,73.26%,50.55%,9.6,金融・不動産セクター特化評価
GOLF,Acushnet Company,Consumer Discretionary,31.46,21.0,18.3,4.97B,5994701312.0,0.15753953189810346,0.91%,0.08048195692233616,0.1384378187616513,0.07453103055399352,-0.01676816574420012,1.0,25.92%,-14.13%,77.8,
ACAD,Acadia Pharmaceuticals,Health Care,31.3,46.0,21.7,4.77B,3912642560.0,0.257557753707022,1.44%,0.2499688338090839,0.1087918395154479,0.3169329390884997,0.1638246041412911,1.0,72.23%,28.78%,21.5,
INSW,"International Seaways, Inc.",Energy,31.03,27.6,20.7,5.13B,5377289216.0,0.3935154224803183,1.36%,0.11588703168128209,0.610860640672025,0.012230707287256054,-0.16207832682426157,1.0,95.22%,91.45%,3.2,
KRMN,Karman Holdings,Industrials,30.96,26.0,10.0,4.68B,5499313152.0,0.08184521894899272,-1.22%,0.015728704750311566,0.2541378579003181,0.4265543438937413,0.2244885446258865,1.0,1.53%,-55.18%,99.4,
CSW,"CSW Industrials, Inc.",Industrials,30.94,23.5,22.0,4.9B,5797181440.0,0.21438606294448886,1.48%,0.048364386338404376,0.21696846978751078,0.6798947112717675,0.05504323413812465,1.0,56.19%,-3.89%,62.1,
HTO,H2O America,Utilities,30.7,41.0,3.0,2.62B,4410136576.0,0.5874645056171692,-9.56%,0.019919736925403032,0.3847137735919759,0.10545822529162406,0.06434858333592511,1.0,81.02%,19.07%,29.3,
DNOW,NOW Inc,Industrials,30.07,54.0,2.0,2.83B,3369299200.0,0.7892413782183234,-18.87%,-0.0226809378185525,-0.01028368794326241,1.420727945712523,-1.1946308724832215,1.0,74.55%,-3.16%,59.2,
ICHR,"Ichor Holdings, Ltd.",Information Technology,30.04,81.0,16.0,2.15B,2045686016.0,0.3090716945996276,0.47%,-0.055978550800261755,-0.007852038512027622,-0.05291975201996055,-1.3389050828930589,1.0,43.5%,30.55%,20.3,
BOX,"Box, Inc.",Information Technology,29.57,28.9,33.7,4.63B,5274662400.0,0.04256492719037028,3.29%,0.07463035069790305,0.12090434256697584,-0.07283870658222989,0.2558453475445129,0.0,82.73%,48.03%,11.3,
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,29.54,28.3,25.7,4.51B,5317069312.0,0.13411424052560275,2.38%,0.03568084331069863,0.05379780924956206,0.0910942163059917,0.1558188059500572,0.0,88.83%,62.91%,6.4,
ACMR,"ACM Research, Inc.",Information Technology,29.51,40.6,8.0,5.01B,4469655040.0,0.2920116021557787,-3.72%,0.03275485388301937,0.17582760185463586,0.5477461320963658,-0.12162311964438138,1.0,44.1%,12.32%,37.6,
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,29.11,44.1,19.7,4.51B,4028651776.0,0.18226570470523323,1.27%,0.0001928750332777346,0.058989635840209394,-0.10951795007426449,2.1506963705228,0.0,50.71%,20.08%,28.3,
ANDE,"The Andersons, Inc.",Consumer Staples,28.99,55.9,6.3,2.42B,3261917696.0,0.5150490571980498,-4.51%,0.025778974109251375,0.029244536797769956,-0.09911450571346905,-0.10648838119343586,1.0,74.92%,3.99%,50.2,
ESI,Element Solutions,Materials,28.29,6.7,16.7,8.37B,10309646336.0,0.3196035568123325,0.61%,0.03740149762810209,0.18430542489808718,0.04667719895771354,-0.06259968102073366,1.0,43.5%,7.6%,44.7,
CNK,"Cinemark Holdings, Inc.",Communication Services,28.01,17.8,52.3,4.07B,6493491712.0,0.099651072899523,5.6%,0.031168948329912717,0.16674157303370787,-0.12494572725478587,-0.1572286224241441,1.0,77.56%,42.37%,14.1,
KNTK,"Kinetik Holdings, Inc.",Energy,28.0,4.4,11.0,9.26B,12467206144.0,-0.06103181659909966,-1.03%,0.0741201849988676,0.6715089472899683,0.04118512027330554,0.47867114626676416,0.0,91.52%,39.83%,14.8,
DXPE,"DXP Enterprises, Inc.",Industrials,28.0,50.8,28.0,2.9B,3575502336.0,0.17169179328721854,2.55%,0.052622459061629344,0.10841390323676517,0.24873100584367178,0.19910698613305247,1.0,83.13%,31.37%,19.3,
HCC,"Warrior Met Coal, Inc.",Materials,27.94,32.1,10.7,5.16B,5075793920.0,0.4147993269937409,-1.04%,0.02047489779254896,0.1929333617293478,0.0741971108802724,-0.4280603459004931,1.0,74.3%,13.87%,35.7,
ALKS,Alkermes plc,Health Care,27.62,10.8,24.0,7.71B,8628064256.0,0.2359020697535248,1.99%,0.09717116212228985,0.22419691320341026,0.20988175038809243,-0.3313435489965869,1.0,66.86%,38.09%,15.4,
BGC,"BGC Group, Inc.",Financials,27.06,14.9,53.3,5.79B,7073176576.0,0.16806275238092036,5.67%,0.03512293435001765,0.15319595447485573,0.22829330002196568,0.27982479488039996,0.0,84.42%,28.84%,21.2,金融・不動産セクター特化評価
KGS,"Kodiak Gas Services, Inc.",Energy,26.78,8.3,14.0,6.46B,9140416512.0,0.1862733285267429,0.25%,0.01864768017356115,0.4495275590551181,-0.026404228248010257,0.10256991997359954,0.0,69.36%,30.18%,20.6,
ITGR,Integer Holdings Corporation,Health Care,26.72,24.1,27.0,4.28B,5626153984.0,0.40825537320217603,2.52%,0.03014387301620811,0.15773692475927056,0.10806014741529403,-0.05957975111848728,1.0,98.77%,47.61%,11.6,
COHU,"Cohu, Inc.",Information Technology,26.71,70.8,26.0,2.7B,2535155712.0,0.29071665894835913,2.45%,-0.05975388219620236,-0.021344236526285115,0.24370957009850763,0.18351490583565577,1.0,68.68%,74.02%,5.5,
CON,"Concentra Group Holdings Parent, Inc.",Health Care,26.3,18.1,44.7,4.46B,6471855104.0,0.08824399949509339,4.6%,0.058219877777264666,0.1890222735607606,0.13375726450163497,0.11043406242787124,1.0,94.53%,47.33%,11.9,
AMRX,Amneal Pharmaceuticals,Health Care,26.28,12.1,9.0,5.92B,8176514048.0,-0.011949330867178507,-1.95%,0.019589862653196604,0.2000397514211133,0.050503435010402845,0.3731447815122802,0.0,76.97%,16.27%,32.8,
CORT,Corcept Therapeutics Incorporated,Health Care,25.8,5.1,17.3,12.19B,11893642240.0,0.0531317870371949,0.63%,0.1191082064086459,,-0.0046421819920933,,,86.09%,194.18%,0.3,
CENX,Century Aluminum Company,Materials,25.72,38.1,10.3,4.36B,4628654592.0,0.18474289483596387,-1.06%,0.018419777023751818,0.056252225167134774,0.0704245283018868,-0.6765241128298453,1.0,41.42%,-11.37%,73.6,
CVI,"CVR Energy, Inc.",Energy,25.43,19.4,42.0,4.99B,6273349632.0,0.14622373119913754,4.3%,0.007285483000539665,0.08251884948338453,-0.13065916021581045,0.5,0.0,91.78%,119.07%,1.0,
ACHC,Acadia Healthcare,Health Care,23.66,29.2,7.3,2.64B,5269389824.0,0.7381518776121039,-3.98%,-0.19950834453802188,-0.22272244155870813,-0.0720955393857391,-2.2138483355872087,1.0,69.39%,78.48%,4.5,
BLFS,"BioLife Solutions, Inc.",Health Care,23.63,87.9,14.7,1.71B,1642611328.0,0.2174948382522619,0.27%,-0.011320968552591381,-0.12383852661774794,0.016013036719592876,-3.8477533460803057,1.0,84.44%,61.96%,7.1,
FORM,"FormFactor, Inc.",Information Technology,21.47,10.2,20.0,8.96B,8664249344.0,0.11554676303803309,1.28%,0.04439945048931607,0.1369451702117089,0.068178308607024,-0.04641054527068383,1.0,65.16%,22.7%,25.7,
ETSY,Etsy,Consumer Discretionary,20.91,10.5,27.3,6.68B,8631559168.0,-0.16443372448746063,2.54%,0.057646748399683936,0.12728242507979015,0.1693585277746298,-0.31096300607334953,1.0,65.4%,57.35%,7.4,
CAKE,"The Cheesecake Factory, Inc.",Consumer Discretionary,20.79,15.9,33.0,5.11B,6992779776.0,0.08539949066417614,3.26%,0.04550641511470191,0.07526348643826467,0.07229761716900741,-0.0008138596764377008,1.0,79.1%,77.17%,4.8,
KMX,"CarMax, Inc.",Consumer Discretionary,20.15,0.6,9.3,8.7B,27401977856.0,0.6767252971745471,-1.84%,0.009378447728664658,0.06216841914675213,-0.03781547255921226,-0.12331104090770892,1.0,88.69%,49.71%,10.0,
GKOS,Glaukos Corp.,Health Care,7.9,7.6,13.3,9.87B,9681758208.0,0.06651300369784627,0.16%,-0.21006573123056071,-0.28783979252801306,-0.08337368531201654,-0.5272221583245329,1.0,79.43%,56.69%,8.0,
