Ticker,Company_Name,Sector,Total_Score,Score_Size,Score_FCFP,Market_Cap_Billion,Enterprise_Value,BM_Ratio,FCF_Yield_Pct,ROA,EBITDA_Margin,Asset_Growth,EBITDA_Growth,Inv_Dummy,Price_Range_Pct,Momentum_6M_Pct,Score_Momentum,Data_Quality_Flag
BRC,Brady Corporation,Industrials,52.86,45.4,40.7,4.08B,3973861632.0,0.3329464885197308,4.09%,0.11089830227506264,0.18896883359964853,0.06786553057714186,0.11151467521939373,0.0,57.0%,-9.12%,71.4,
AZTA,"Azenta, Inc.",Health Care,52.71,94.0,45.3,1.35B,1079658880.0,1.2778395776031592,4.69%,-0.027074911316956548,0.06657898592336747,-0.01937041278124427,-0.22301705840735792,1.0,57.83%,9.71%,41.5,
DCOM,"Dime Community Bancshares, Inc.",Financials,52.7,97.5,75.7,1.8B,634488000.0,0.820959448882562,10.15%,0.00721448716893269,,0.06886053326708125,,,92.29%,17.64%,31.2,金融・不動産セクター特化評価
BBT,Beacon Financial Corp.,Financials,52.66,73.7,69.7,2.63B,2422663680.0,0.9502301382877544,8.08%,0.0038875776839406365,,0.9504188293541899,,,85.13%,6.11%,46.9,金融・不動産セクター特化評価
HTH,Hilltop Holdings Inc.,Financials,52.66,49.5,8.3,2.22B,3645987584.0,0.9785916415972099,-2.51%,0.010450682404802425,,-0.026010059300611645,,,82.04%,1.83%,52.4,金融・不動産セクター特化評価
EVTC,"EVERTEC, Inc.",Financials,52.53,61.9,71.0,1.8B,2891092992.0,0.34464211324520044,8.41%,0.06311694934596238,0.3699638770661224,0.20762420119174574,0.06993684145187071,1.0,57.56%,12.08%,37.9,金融・不動産セクター特化評価
BANR,Banner Corporation,Financials,52.51,70.5,76.7,2.42B,2544285952.0,0.8032180877672702,10.23%,0.011946690107327114,,0.009533990570515363,,,80.1%,13.39%,36.3,金融・不動産セクター特化評価
CARG,CarGurus,Communication Services,52.47,58.7,67.3,3.07B,3129360384.0,0.12203351187812068,7.87%,0.23553966855870323,0.30131866193300844,-0.19724911950478816,0.4067969361281555,0.0,54.18%,27.69%,22.2,
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,52.39,46.3,39.3,4.07B,3852252928.0,0.2708780534956702,4.02%,0.12778889157885348,0.11952925032468184,0.06006774985870635,0.16217738232414683,0.0,32.0%,-7.69%,69.8,
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,51.8,70.2,14.3,3.46B,2554668544.0,0.7619380979296383,0.25%,0.10190663444427639,0.16042549333157488,0.007440465094716722,-0.7135159038232839,1.0,5.29%,-10.68%,72.7,
AVA,Avista Corporation,Utilities,51.74,18.4,4.7,3.08B,6433266688.0,0.879183879328007,-7.63%,0.023088886230410336,0.3329938900203666,0.05263820677496537,0.08637873754152824,0.0,16.12%,-10.0%,72.0,
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,51.51,95.2,36.3,0.82B,929784000.0,0.4626124116941981,3.54%,0.09404158334358265,0.1009668504762804,0.1020376403732913,0.05153872047906738,1.0,33.9%,-7.29%,69.1,
HZO,"MarineMax, Inc.",Consumer Discretionary,51.36,79.4,88.0,1.15B,2099597952.0,0.8127227917902287,15.9%,-0.012803802402650865,0.036087746526202016,-0.05168003292044584,-0.5174827604175714,1.0,99.19%,83.97%,4.2,
FFBC,First Financial Bancorp,Financials,51.35,50.2,72.7,3.41B,3632575488.0,0.8118285420520768,9.3%,0.01209713735552758,,0.13780732537900248,,,71.57%,10.39%,40.5,金融・不動産セクター特化評価
CE,Celanese,Materials,51.25,2.2,92.7,5.06B,16512327680.0,0.800462118860308,18.78%,-0.05369900898824614,0.02797569153394803,-0.05004816533847097,-0.44375,1.0,30.81%,-21.51%,85.5,
JJSF,J&J Snack Foods Corp.,Consumer Staples,51.23,86.7,38.0,1.56B,1684798080.0,0.6212728066076015,3.7%,0.04748096454508538,0.10185108572143203,0.0120137630841967,-0.15738815095049485,1.0,37.21%,-0.19%,56.6,
INDB,Independent Bank Corp.,Financials,51.09,49.8,57.0,3.92B,3645245184.0,0.9097824725939349,6.1%,0.00823356706502528,,0.28592213152303153,,,80.31%,1.5%,54.0,金融・不動産セクター特化評価
ARLO,Arlo Technologies,Information Technology,51.09,91.7,43.7,1.42B,1284004480.0,0.09006569920104346,4.54%,0.04806342336772415,0.018896763064971085,0.04071045576407507,1.315600151457781,0.0,24.07%,17.45%,31.5,
FOXF,Fox Factory,Consumer Discretionary,50.91,89.8,54.0,0.83B,1452139776.0,0.8040843449568584,5.86%,-0.3257540456133068,-0.2932637098494467,-0.25194291360075316,-4.076711878221949,1.0,43.05%,4.09%,49.5,
DCH,Dauch Corporation,Consumer Discretionary,50.87,22.9,97.3,1.54B,5860277760.0,0.41567137619564754,35.13%,-0.0029534346796198014,0.11343738756489112,0.31824739619360065,-0.07849686847599165,1.0,36.03%,-23.13%,88.1,要確認: FCF異常値(>30%)
CFFN,Capitol Federal Savings Bank,Financials,50.85,69.8,44.3,1.09B,2583479808.0,0.9628335269004812,4.58%,0.0069564454419866195,,0.026354253869386734,,,86.63%,19.26%,28.9,金融・不動産セクター特化評価
FIVN,"Five9, Inc.",Information Technology,50.71,72.4,80.0,2.29B,2480225536.0,0.3429982486079932,11.37%,0.02201925064382957,0.10511118382578184,-0.12731192357306453,1.1975546741384957,0.0,79.35%,85.03%,3.9,
HRMY,"Harmony Biosciences Holdings, Inc.",Health Care,50.67,82.9,63.7,2.42B,1910375040.0,0.3598953610373083,7.56%,0.12479013172846526,0.2936808324687692,0.27264911929543634,0.0926944630096139,1.0,89.04%,15.82%,33.1,
ADAM,"Adamas Trust, Inc.",Real Estate,50.64,4.8,50.0,0.82B,12462641152.0,1.7465230956486808,,0.011792847876076037,,0.37121192559802335,,,67.52%,20.11%,28.0,金融・不動産セクター特化評価
BFH,"Bread Financial Holdings, Inc.",Financials,50.28,48.9,50.0,4.09B,3688657664.0,0.8141127487908985,,0.022856638573886954,,-0.009960246385042157,,,86.56%,48.32%,10.9,金融・不動産セクター特化評価
DFH,"Dream Finders Homes, Inc.",Consumer Discretionary,50.17,61.0,1.7,1.11B,2906764032.0,1.4160799892033775,-19.6%,0.058269062992624514,0.06910097232195071,0.11981820863767334,-0.3362626570113788,1.0,2.74%,-39.82%,97.1,
DGII,Digi International Inc.,Information Technology,50.13,66.3,47.0,2.62B,2709975040.0,0.24281836040647137,4.89%,0.044224979027709437,0.21031283921519406,0.13197681194982055,0.25860342189456115,0.0,66.03%,49.13%,10.3,
HUBG,"Hub Group, Inc.",Industrials,50.08,67.9,29.3,2.2B,2636171520.0,0.7463781509937895,2.68%,0.03627285858072064,0.08604623466003107,-0.023059576362367495,-0.16585111818574855,1.0,15.42%,-9.32%,71.7,
AKR,Acadia Realty Trust,Real Estate,50.04,36.8,59.7,2.88B,4701587968.0,0.7721695664768558,6.51%,0.0034929644551173916,0.5189662014280949,0.10659514097149,-0.111121767340233,1.0,26.24%,-0.2%,56.9,金融・不動産セクター特化評価
CAG,Conagra Brands,Consumer Staples,49.98,2.5,82.3,6.99B,14244158464.0,0.9099108437135761,12.29%,-0.11092715231788079,-0.09203481775634662,-0.17481214680494317,-1.5282356532356531,1.0,26.57%,-24.08%,88.4,
HCSG,"Healthcare Services Group, Inc.",Industrials,49.98,91.4,45.0,1.51B,1361542784.0,0.3382154010437459,4.66%,0.07435791869844999,0.046932978004793235,-0.010611979491063465,0.16575631388242928,0.0,64.5%,3.0%,50.8,
FRPT,Freshpet,Consumer Staples,49.7,56.8,17.0,3.06B,3206069760.0,0.3945712049950404,0.63%,0.07826468478856999,0.15844974886911703,0.12883347154509747,0.3089505247376312,0.0,43.72%,-6.11%,65.6,
DFIN,"Donnelley Financial Solutions, Inc.",Financials,49.63,91.1,79.3,1.18B,1365269120.0,0.3216642064557599,11.27%,0.04047976011994003,0.160625814863103,-0.04895437262357415,-0.41249403910348115,1.0,58.76%,24.84%,24.4,金融・不動産セクター特化評価
FCF,"First Commonwealth Financial, Corp.",Financials,49.58,75.9,68.7,2.15B,2268764416.0,0.7217900050355939,7.96%,0.012339103604656098,,0.06543842797232544,,,85.97%,18.43%,29.9,金融・不動産セクター特化評価
DV,DoubleVerify Holdings Inc.,Communication Services,49.28,82.2,66.3,2.08B,1980029568.0,0.5443326539745874,7.8%,0.03740541562475537,0.18845743166762663,0.06101817099066768,0.04364911969094825,1.0,93.82%,43.73%,13.5,
ASTH,"Astrana Health, Inc.",Health Care,49.25,75.2,82.0,1.88B,2290570496.0,,12.27%,0.01013539247320794,0.04251817149516511,0.63751629278748,-0.04624159275813934,1.0,59.37%,109.14%,1.6,
CRK,"Comstock Resources, Inc.",Energy,49.2,12.7,1.3,4.34B,8049082880.0,0.609904600183412,-20.02%,0.05996850035007539,0.7118496580757342,0.09792471032640213,1.1509239425938085,0.0,16.65%,-22.94%,87.8,
LIF,Life360,Information Technology,49.07,54.6,25.3,3.48B,3320795392.0,0.1576330874122747,2.15%,0.15716774618417653,0.06671556199321323,1.1733049504053625,14.309892170651665,0.0,7.51%,-15.22%,79.1,
FUN,Six Flags,Consumer Discretionary,49.03,17.5,97.7,1.34B,6604592128.0,0.40953597199578695,36.01%,-0.1986698126295485,-0.2796852164427252,-0.14580928394408377,-2.4770270891781263,1.0,4.1%,-20.63%,84.9,要確認: FCF異常値(>30%)
AGNT,"eXp World Holdings, Inc.",Real Estate,48.99,98.4,86.7,0.66B,560652096.0,0.36752280122182657,14.96%,-0.051333393599710724,-0.002494388986803249,0.1324675856491316,-1.393846153846154,1.0,4.76%,-45.41%,98.7,金融・不動産セクター特化評価
CPF,Central Pacific Financial Corp.,Financials,48.87,97.1,73.3,0.97B,686127360.0,0.6083835135438274,9.48%,0.010457211474157744,,-0.008411963657854503,,,76.78%,14.28%,35.4,金融・不動産セクター特化評価
ADEA,"Adeia, Inc.",Information Technology,48.81,57.1,60.0,2.95B,3203763712.0,0.16313952952512575,6.62%,0.10687451109060592,0.5409800940940851,-0.053424484111912904,0.16153604028958138,0.0,66.43%,46.59%,12.9,
DMC,Del Monte Corporation,Consumer Staples,48.79,80.6,5.7,1.48B,2051262464.0,1.3645447689149592,-6.76%,0.029650212487741093,0.04964949216852139,-0.012014727730766747,-0.19805680119581465,1.0,28.46%,-19.33%,83.3,
ADMA,"ADMA Biologics, Inc.",Health Care,48.73,0.0,29.0,2.07B,43814924288.0,0.23088177404377602,2.65%,0.23537346093342004,0.3878331467953028,0.27740966444161597,0.3397206291599239,0.0,15.25%,-40.8%,97.7,
CBU,"Community Bank System, Inc.",Financials,48.66,47.3,61.0,3.29B,3814807808.0,0.6096258491877291,7.09%,0.012162711659096626,,0.055977635602589615,,,51.44%,-3.88%,61.7,金融・不動産セクター特化評価
LKQ,LKQ Corporation,Consumer Discretionary,48.63,5.4,50.0,6.1B,11135880192.0,,,,,,,,18.42%,-26.79%,91.3,
GNW,"Genworth Financial, Inc.",Financials,48.51,30.5,89.3,3.96B,5206657536.0,2.2075571935633294,17.0%,0.0025317030528024705,,0.014535653816472973,,,92.98%,16.56%,32.2,金融・不動産セクター特化評価
CNS,"Cohen & Steers, Inc.",Financials,48.37,47.6,40.3,3.85B,3811817984.0,0.14580867559494748,4.07%,0.17476679434329423,0.36576691891891894,0.07918598267283466,0.03967255027287477,1.0,58.79%,16.5%,32.5,金融・不動産セクター特化評価
HWKN,"Hawkins, Inc.",Materials,48.21,90.5,32.0,2.59B,1399542400.0,0.20618302732148724,3.14%,0.08268156424581005,0.16184335828498028,0.28081626080452127,0.09780737717744409,1.0,11.44%,-13.58%,77.2,
AHCO,AdaptHealth Corp.,Health Care,48.21,63.8,2.7,0.82B,2838049536.0,1.841823973479943,-9.79%,-0.016400495114531722,0.14562305827344627,-0.037970138715701346,-0.24759522372659512,1.0,10.34%,-39.94%,97.4,
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,48.05,33.0,15.3,4.37B,5039615488.0,0.30155674939738414,0.29%,0.09219309612971031,0.1689413579110317,0.21409787113216364,0.2521374829001368,0.0,14.55%,-22.37%,87.1,
EFC,"Ellington Financial, Inc.",Financials,47.99,1.3,50.0,1.69B,19485865984.0,1.0835898436017215,,0.00758898790931183,,0.1860560636410013,,,56.69%,6.41%,46.3,金融・不動産セクター特化評価
CWK,Cushman & Wakefield plc,Real Estate,47.88,25.1,75.3,3.03B,5557507072.0,0.6457809830080568,9.99%,0.01148946148034286,0.05065025952061585,0.016875960366661367,-0.15185546875,1.0,22.81%,4.37%,48.2,金融・不動産セクター特化評価
LAZ,Lazard,Financials,47.85,28.6,81.3,4.05B,5298801664.0,0.21594181395713188,12.05%,0.04793437574255161,0.14276039128658624,0.03060934799028701,-0.12022630280725109,1.0,12.1%,-19.16%,82.6,金融・不動産セクター特化評価
ENPH,Enphase Energy,Information Technology,47.84,40.0,22.3,4.79B,4481757696.0,0.22689491509923043,1.63%,0.04904364703093517,0.19686554852900742,0.08004367204607475,0.37788484839845476,0.0,22.04%,-17.65%,81.0,
AROC,"Archrock, Inc.",Energy,47.76,12.4,41.7,5.75B,8101041152.0,0.2595757905400029,4.2%,0.07410151141424007,0.5708173750082225,0.1373093231142159,0.5377190634967706,0.0,51.11%,4.45%,47.9,
AWI,"Armstrong World Industries, Inc.",Industrials,47.71,13.7,32.7,6.93B,7427009536.0,0.13005354550078438,3.19%,0.16038863199459655,0.34162142152023695,0.04449991859770988,0.1297694348092226,0.0,24.35%,-16.3%,79.7,
LPG,Dorian LPG Ltd.,Energy,47.66,67.3,50.0,2.36B,2664844800.0,,,,,,,,99.02%,,50.0,
KTB,Kontoor Brands,Consumer Discretionary,47.61,34.9,81.7,3.64B,4855333376.0,0.15513958718323903,12.1%,0.08806848101501082,0.12790313330305006,0.5647446076705852,0.04761719176267012,1.0,31.83%,1.29%,55.0,
DIOD,Diodes Incorporated,Information Technology,47.44,43.8,39.7,4.38B,4094410496.0,0.42924895903166627,4.04%,0.027017278705935215,0.155513257444134,0.025906001849740245,0.14014207131267561,0.0,62.99%,31.81%,19.0,
ACIW,ACI Worldwide,Information Technology,47.41,21.3,48.0,5.26B,5954954752.0,0.28886627042045415,4.95%,0.07299993204305315,0.26773941317731403,0.026316128718772033,0.062259327062685436,0.0,60.96%,32.65%,18.0,
IART,Integra Lifesciences Holdings,Health Care,47.34,59.7,67.0,1.21B,2981507840.0,0.8656040528834658,7.83%,-0.14338530166982186,-0.19900076135380326,-0.10784673593855884,-2.6835758039816233,1.0,57.68%,43.39%,13.8,
EMN,Eastman Chemical Company,Materials,47.25,3.5,60.7,7.79B,12638786560.0,0.765527621701637,6.99%,0.03189985867151222,0.14853747714808044,-0.02326957207651351,-0.2789794786466999,1.0,43.86%,-12.66%,75.6,
DRH,DiamondRock Hospitality Company,Real Estate,47.2,50.5,31.3,2.51B,3592024320.0,0.5778257072075671,3.04%,0.03376933989102111,0.24511040249319271,-0.05313261781618163,0.21026933652964816,0.0,74.8%,26.49%,22.8,金融・不動産セクター特化評価
DEI,Douglas Emmett,Real Estate,47.18,9.8,91.7,2.16B,8827039744.0,0.8827224561980318,18.35%,0.0017513655257148843,0.6515823988876295,-0.012284419962355244,0.05329282312366563,0.0,21.95%,12.67%,37.3,金融・不動産セクター特化評価
CRSR,Corsair Gaming,Information Technology,47.17,89.5,48.7,1.46B,1472843008.0,0.43254595850562794,5.28%,-0.012888184886710948,0.03490098337498642,0.014528709068973135,13.913232733604179,0.0,86.3%,195.63%,0.0,
FIZZ,National Beverage Corp.,Consumer Staples,47.15,68.9,37.3,2.94B,2597992960.0,0.2164787294462451,3.61%,0.2156386390135819,0.21412440959822185,0.26571203519305653,-0.01356044642160306,1.0,20.55%,-3.19%,59.5,
EBC,"Eastern Bankshares, Inc.",Financials,47.05,33.3,70.7,4.94B,4977341952.0,0.8793933090186427,8.37%,0.0028842127481163806,,0.19676812004751568,,,69.62%,2.98%,51.1,金融・不動産セクター特化評価
GSHD,"Goosehead Insurance, Inc.",Financials,46.85,88.3,23.0,2.04B,1634097408.0,-0.04673527667315109,1.8%,0.06708463496471133,,0.04328145393093979,,,46.37%,9.23%,42.1,金融・不動産セクター特化評価
ALRM,"Alarm.Com, Inc.",Financials,46.84,63.2,37.7,2.72B,2849647104.0,0.31209598696259394,3.69%,0.06204931126266094,0.2275543494922304,0.048269362106320844,0.1780969203594194,0.0,83.28%,21.35%,27.0,金融・不動産セクター特化評価
CATY,Cathay General Bancorp,Financials,46.79,60.0,72.0,4.14B,2965908992.0,0.707140877590578,8.79%,0.013005758458412911,,0.05096119091823478,,,84.29%,19.82%,28.6,金融・不動産セクター特化評価
ABCB,Ameris Bancorp,Financials,46.76,23.2,59.3,5.68B,5847696896.0,0.7174464924618478,6.51%,0.014978769168159229,,0.04774299797616713,,,64.95%,2.22%,51.4,金融・不動産セクター特化評価
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,46.69,30.2,8.7,2.7B,5206671872.0,0.815430409070585,-2.03%,0.0037206155927617113,0.03720497616556214,0.09520281533617336,1.8101265822784811,0.0,24.85%,-22.56%,87.5,
JBTM,JBT Marel Corporation,Industrials,46.59,13.3,53.7,5.93B,7495817216.0,0.7522831711665319,5.75%,-0.006165529197748666,0.08377652572271076,1.399291112543207,0.5582761998041136,1.0,6.98%,-29.82%,92.9,
AUB,"Atlantic Union Bankshares, Corp.",Financials,46.59,16.8,98.0,5.67B,6693207552.0,0.8825567051230256,39.22%,0.007282413437814763,,0.5287882937311826,,,69.41%,1.34%,54.7,金融・不動産セクター特化評価
GRBK,"Green Brick Partners, Inc.",Consumer Discretionary,46.46,56.5,13.7,2.94B,3224056832.0,0.6317001684604464,0.24%,0.12357151564621127,0.20321334278434153,0.12656611528741854,-0.13963315166634152,1.0,35.09%,-11.78%,74.3,
FULT,Fulton Financial Corporation,Financials,45.99,29.8,57.7,4.51B,5244159488.0,0.7746936462581455,6.31%,0.012192668377005082,,0.0014526776006717425,,,81.11%,9.54%,41.8,金融・不動産セクター特化評価
BCPC,Balchem Corporation,Materials,45.97,27.9,28.3,5.24B,5343968768.0,0.23994473641723033,2.57%,0.09182791184235808,0.2458046532794812,0.07038405556532398,0.10385184928600501,0.0,56.38%,-7.38%,69.5,
BCC,Boise Cascade,Industrials,45.92,62.9,22.7,2.63B,2876636416.0,0.7882664780433778,1.65%,0.040974193562317414,0.05677923428413506,-0.037822948593258764,-0.4598442132531624,1.0,38.71%,-13.57%,76.8,
CVSA,Covista Inc.,Consumer Discretionary,45.8,36.2,64.3,4.26B,4757094912.0,0.3396462101662025,7.61%,0.08350162046902654,0.23913801088488987,0.09459400541791166,0.09357609229833143,1.0,55.02%,34.62%,16.4,
JOE,St. Joe Company,Real Estate,45.68,43.2,32.3,3.75B,4192111616.0,0.20437454783641518,3.17%,0.07614924928840787,0.4541019316273288,-0.01309524273775587,0.3070318589926928,0.0,71.73%,-2.73%,58.8,金融・不動産セクター特化評価
BOH,Bank of Hawaii,Financials,45.6,52.4,57.3,2.99B,3518854912.0,0.6190640330430162,6.16%,0.00851666528515206,,0.024373849471681718,,,61.0%,1.62%,53.7,金融・不動産セクター特化評価
BMI,"Badger Meter, Inc.",Information Technology,45.6,51.7,36.7,3.63B,3554869248.0,0.19665551989652505,3.54%,0.14547796424936085,0.23782458766198702,0.19250550885397463,0.14666449261259934,1.0,14.19%,-20.29%,83.9,
BFS,"Saul Centers, Inc.",Real Estate,45.56,65.7,65.7,1.09B,2727946752.0,0.2834501113660036,7.78%,0.017344699488319574,0.6063593048650476,0.017058846766653937,0.035602538492814084,0.0,22.79%,-5.83%,65.0,金融・不動産セクター特化評価
FBNC,First Bancorp (Southern Pines NC),Financials,45.55,76.8,63.3,2.66B,2200256512.0,0.6217829346516243,7.48%,0.00876579005345531,,0.04285957482959317,,,88.09%,8.27%,43.4,金融・不動産セクター特化評価
BNL,"Broadstone Net Lease, Inc.",Real Estate,45.53,16.5,49.0,4.35B,6698203648.0,0.66753209952554,5.3%,0.016877819419663275,0.790779454703196,0.09601417984796844,-0.10313420908046551,1.0,54.92%,8.67%,42.4,金融・不動産セクター特化評価
KAI,Kadant Inc.,Industrials,45.28,52.1,34.3,3.14B,3531661824.0,0.3115680011248551,3.36%,0.05955513971094127,0.19992910416555792,0.19703847673113828,-0.05527987965062757,1.0,19.62%,-19.98%,83.6,
CPK,Chesapeake Utilities Corp.,Utilities,45.14,35.2,5.3,3.13B,4823799808.0,0.510784402464831,-7.05%,0.03512065685391008,0.40118279569892473,0.11680178920883422,0.1969842797561758,0.0,49.84%,-2.33%,58.5,
AX,"Axos Financial, Inc.",Financials,45.09,25.7,51.7,5.29B,5541857280.0,0.5984516531953011,5.5%,0.016366535745817458,,0.208964802515652,,,59.55%,-1.36%,57.6,金融・不動産セクター特化評価
GNL,"Global Net Lease, Inc.",Real Estate,45.08,42.9,90.0,2.09B,4194881536.0,0.7946292122554616,17.49%,-0.051862542420954345,0.6288689767124449,-0.37502149296612136,-0.43353538880674514,1.0,61.45%,-3.69%,60.8,金融・不動産セクター特化評価
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,44.72,9.5,40.0,3.32B,8889010176.0,0.8406686014322461,4.07%,0.031421504212723196,0.037897516325970035,0.053480181592394295,-0.16252202858821227,1.0,13.0%,-16.73%,80.4,
LQDA,Liquidia Corporation,Health Care,44.67,22.2,50.0,5.97B,5872538624.0,,,,,,,,62.92%,,50.0,
AOSL,"Alpha and Omega Semiconductor, Ltd.",Information Technology,44.32,97.8,7.7,0.78B,626938624.0,1.0228403095561363,-3.8%,-0.04386360923870459,0.03298587329712915,-0.06840161925470582,-0.3986143559171836,1.0,23.49%,24.72%,24.8,
AGYS,"Agilysys, Inc.",Information Technology,44.22,64.1,23.3,2.95B,2834554112.0,0.11088099677231594,1.95%,0.08055813992125069,0.18524515207696549,0.108566429541635,0.6821943520177459,0.0,51.33%,29.21%,20.9,
ASO,Academy Sports + Outdoors,Consumer Discretionary,44.13,31.7,48.3,3.41B,5079679488.0,0.6369528157721781,4.98%,0.07139765580526644,0.106574075389524,0.07673451115627684,-0.06929200424716664,1.0,66.51%,-3.54%,60.5,
AZZ,"AZZ, Inc.",Industrials,43.94,37.8,27.7,4.12B,4660917248.0,0.32458832104365404,2.55%,0.14333125214030074,0.3430263987200621,-0.006118716663501117,0.6938115330520394,0.0,63.7%,-0.19%,56.3,
FTDR,"Frontdoor, Inc.",Consumer Discretionary,43.52,20.0,56.0,5.58B,6138047488.0,0.043361037304493755,5.98%,0.11904761904761904,0.24175824175824176,0.016611295681063124,0.30412371134020616,0.0,72.38%,41.77%,14.5,
BJRI,"BJ's Restaurants, Inc.",Consumer Discretionary,43.51,85.7,38.7,1.29B,1713256448.0,0.28320766282830817,3.83%,0.04806515305946595,0.09235837229813469,-0.02459887192333997,0.4939880222905635,0.0,70.05%,50.74%,9.3,
DORM,"Dorman Products, Inc.",Consumer Discretionary,43.4,43.5,39.0,3.76B,4154984704.0,0.39297351609837466,3.83%,0.08190437683859068,0.1688723613693536,0.028276513175179756,0.020055064236883965,1.0,42.12%,-3.81%,61.4,
FTRE,Fortrea,Health Care,43.33,69.5,89.7,1.64B,2584920064.0,0.3444965996333221,17.05%,-0.3631476230806054,-0.29874421678783875,-0.24125502905677246,-11.653188180404355,1.0,67.98%,67.48%,6.1,
ATEN,"A10 Networks, Inc.",Information Technology,43.22,87.0,35.0,1.8B,1665083136.0,0.11776453486445704,3.42%,0.0669039857862572,0.25340638841948393,0.45515520487968303,0.3323863122274298,1.0,37.41%,22.46%,26.0,
HIW,Highwoods Properties,Real Estate,43.15,15.2,66.0,3.47B,7067523072.0,0.6848040772593071,7.79%,0.0254408864239083,0.756764568695169,0.040548781751945276,0.10815479801924803,0.0,69.91%,48.74%,10.6,金融・不動産セクター特化評価
CNXN,"PC Connection, Inc.",Information Technology,43.0,84.1,16.3,2.16B,1831275392.0,0.4204961028480511,0.55%,0.0619738327442308,0.04286247374463319,0.03968972273914576,0.05067665580149154,0.0,92.35%,34.48%,16.7,
GTES,Gates Corporation,Industrials,42.98,11.1,58.0,6.59B,8501456384.0,0.5057602027664072,6.34%,0.03515395586878094,0.19522537174721188,0.05379956677423633,-0.007969303423848878,1.0,54.55%,-5.41%,64.3,
CURB,Curbline Properties Corp.,Real Estate,42.83,47.0,44.0,3.34B,3818343936.0,0.5710019985071443,4.55%,0.016126472291166455,0.6820217285516669,0.21479141684267064,1.349582776092976,0.0,72.31%,17.02%,31.8,金融・不動産セクター特化評価
IPAR,"Inter Parfums, Inc.",Consumer Staples,42.68,48.3,56.3,3.59B,3761012736.0,0.24551575447117688,6.0%,0.10622123478471507,0.2041519399613976,0.12328477864831523,-0.0022720258459356345,1.0,66.82%,13.48%,36.0,
CNR,"Core Natural Resources, Inc.",Energy,42.52,35.6,52.7,4.84B,4811674112.0,0.7602726867671157,5.67%,-0.024994237407082776,0.10264372024899304,1.128828428677745,-0.2583033320899083,1.0,59.61%,8.59%,42.8,
ICUI,ICU Medical,Health Care,42.31,34.3,41.3,3.91B,4897622528.0,0.542747256118065,4.18%,0.00018071807289357286,0.13375255796943614,-0.03649512801232941,0.14765363923381314,0.0,54.74%,10.18%,40.8,
CHCO,City Holding Company,Financials,42.18,75.6,58.3,2.02B,2281142784.0,0.40044682284596567,6.35%,0.01941158146259055,,0.040647212096245215,,,85.94%,15.7%,34.1,金融・不動産セクター特化評価
COCO,The Vita Coco Company,Consumer Staples,42.0,66.0,35.7,3.01B,2720644352.0,0.11016461307651398,3.48%,0.1546541532403211,0.1371051854767293,0.27257775656008454,0.1212230939448803,1.0,29.83%,-9.09%,71.1,
HLIT,Harmonic Inc.,Information Technology,41.97,93.0,50.3,1.31B,1207058304.0,0.2928230055217712,5.42%,-0.06027978393364909,0.06585432829528214,-0.09795657534280972,-0.7366097182161083,1.0,38.33%,18.23%,30.2,
CALY,Callaway Golf Company,Consumer Discretionary,41.91,65.1,34.7,2.78B,2755072768.0,0.74446249158965,3.39%,-0.05617622838320066,0.0944614339109752,-0.045848011419441864,-0.11141552511415526,1.0,59.46%,4.32%,48.6,
CVBF,CVB Financial Corp.,Financials,41.82,44.8,52.0,3.95B,4019242496.0,0.5811601963950084,5.5%,0.01338988400910137,,0.03150388470636292,,,82.23%,11.88%,38.3,金融・不動産セクター特化評価
DAVE,"Dave, Inc.",Financials,41.71,39.7,38.3,4.47B,4487878656.0,0.07884839146894003,3.74%,0.4018419508512201,0.32877466247550446,0.6283796650485923,1.3966247500789224,0.0,64.86%,106.15%,1.9,金融・不動産セクター特化評価
HP,"Helmerich & Payne, Inc.",Energy,41.7,20.3,79.0,4.4B,6128357888.0,0.6190859624262082,11.2%,-0.024411183377579023,0.17586164276525468,0.1597814420109106,-0.2740372271082817,1.0,85.17%,36.63%,15.8,
LAUR,"Laureate Education, Inc.",Consumer Discretionary,41.42,25.4,60.3,4.98B,5549326336.0,0.2386908805436317,6.91%,0.12764520588301947,0.306921553765431,0.1848973717280861,-0.02870419266785175,1.0,69.93%,6.52%,46.0,
BTU,"Peabody Energy, Inc.",Energy,41.4,53.7,9.7,3.44B,3386699008.0,1.0283823382274204,-1.57%,-0.009109381457501033,0.10081574517674478,-0.024606547189142885,-0.5677326226959805,1.0,43.64%,-19.04%,82.3,
KALU,Kaiser Aluminum Corporation,Materials,41.33,51.4,20.3,2.57B,3558305024.0,0.3214300353090096,1.28%,0.043863069245165316,0.09564186184405574,0.06427652599692933,0.30028214429665456,0.0,66.34%,13.24%,36.7,
ECPG,"Encore Capital Group, Inc.",Financials,40.86,20.6,5.0,2.09B,6093493248.0,0.4672561866355165,-7.51%,0.0480980561069703,0.364875209322468,0.11484386694946624,2.7091281084591468,0.0,90.13%,72.43%,5.8,金融・不動産セクター特化評価
